124.409	0.000	0.000	0.000	-2.648	12.802	-8.912	9.240	-9.832	8.119	-9.148	7.810	-13.038	4.443	-2.311	10.636	0.000	387.576	212.079	359.788	192.319	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
124.476	0.000	0.000	0.000	-3.036	14.100	-9.823	9.709	-10.723	7.264	-10.178	8.244	-13.662	3.684	-3.936	9.972	0.000	387.571	212.136	359.749	192.336	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
124.545	0.000	0.000	0.000	-2.496	13.602	-9.083	10.882	-9.390	7.881	-9.946	8.080	-13.954	3.936	-2.499	10.928	0.000	387.611	212.020	359.733	192.440	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
124.610	0.000	0.000	0.000	-2.521	13.717	-9.683	10.026	-9.378	7.461	-9.092	8.046	-13.168	3.486	-2.829	10.856	0.000	387.616	212.051	359.698	192.402	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
124.680	0.000	0.000	0.000	-2.153	14.743	-9.283	10.233	-10.270	7.911	-9.191	8.140	-13.313	5.472	-2.882	11.752	0.000	387.687	212.066	359.645	192.399	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
124.815	0.000	0.000	0.000	-3.440	13.675	-9.360	10.509	-9.373	7.905	-9.805	8.006	-13.691	4.372	-1.963	10.909	0.000	387.575	211.983	359.715	192.372	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
124.876	0.000	0.000	0.000	-3.426	14.410	-9.337	9.804	-11.568	7.899	-9.805	7.858	-13.582	3.755	-2.423	11.551	0.000	387.605	212.011	359.620	192.554	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
124.943	0.000	0.000	0.000	-2.686	12.341	-10.171	9.398	-8.571	7.486	-8.646	7.993	-12.817	3.599	-3.376	11.418	0.000	387.571	212.054	359.642	192.355	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
125.010	0.000	0.000	0.000	-1.574	11.865	-10.418	9.619	-9.699	7.273	-9.850	7.825	-13.940	3.857	-2.712	9.869	0.000	387.543	212.071	359.696	192.406	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
125.076	0.000	0.000	0.000	-2.981	12.845	-8.920	9.412	-9.816	7.510	-9.001	8.307	-13.275	4.300	-2.526	11.531	0.000	387.563	212.066	359.759	192.497	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
