777.155	0.000	0.000	0.000	39.823	-41.985	-82.511	15.681	-81.711	-58.772	4.780	6.789	-10.654	3.786	-15.932	0.523	0.000	328.274	197.538	282.235	79.893	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
777.215	0.000	0.000	0.000	39.164	-37.257	-83.169	20.410	-83.313	-59.431	6.117	5.187	-11.999	4.192	-15.946	-0.103	0.000	328.272	197.406	282.193	79.898	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
777.280	0.000	0.000	0.000	39.964	-35.460	-82.370	22.207	-83.502	-58.632	5.886	4.998	-11.662	3.393	-15.610	1.310	0.000	328.309	197.520	282.221	79.924	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
777.350	0.000	0.000	0.000	39.638	-37.872	-82.696	19.795	-85.468	-58.958	5.498	3.032	-11.060	3.802	-15.802	0.732	0.000	328.265	197.541	282.205	80.002	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
777.414	0.000	0.000	0.000	39.105	-36.924	-83.228	20.742	-85.377	-59.490	4.938	3.123	-10.625	4.559	-15.520	0.548	0.000	328.302	197.550	282.152	79.915	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
777.485	0.000	0.000	0.000	39.246	-39.660	-83.088	18.007	88.694	-59.350	5.107	-2.806	-10.389	3.229	-16.434	0.656	0.000	328.264	197.356	282.233	79.881	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
777.547	0.000	0.000	0.000	38.848	-37.435	-83.485	20.232	-85.114	-59.747	5.595	3.386	-10.919	3.493	-16.197	0.753	0.000	328.305	197.473	282.171	79.848	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
777.613	0.000	0.000	0.000	38.603	-41.574	-83.731	16.092	-82.573	-59.993	5.040	5.927	-10.561	3.896	-16.267	0.880	0.000	328.226	197.415	282.221	79.871	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
777.755	0.000	0.000	0.000	39.177	-41.671	-83.157	15.996	-84.459	-59.418	5.111	4.041	-10.702	3.792	-16.034	2.018	0.000	328.332	197.347	282.169	79.902	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
777.815	0.000	0.000	0.000	39.464	-39.618	-82.869	18.049	-87.669	-59.131	5.557	0.831	-10.505	4.236	-16.002	0.728	0.000	328.331	197.517	282.161	79.969	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
777.880	0.000	0.000	0.000	38.665	-36.541	-83.668	21.125	-86.400	-59.930	4.435	2.101	-11.114	2.722	-16.509	1.475	0.000	328.266	197.453	282.164	79.993	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
777.950	0.000	0.000	0.000	39.145	-34.113	-83.188	23.554	-82.355	-59.450	5.198	6.145	-10.315	4.030	-15.540	0.801	0.000	328.213	197.477	282.165	79.998	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
778.014	0.000	0.000	0.000	39.482	-35.567	-82.851	22.099	-82.460	-59.113	4.822	6.040	-11.056	3.699	-16.210	1.199	0.000	328.280	197.590	282.186	80.002	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
778.086	0.000	0.000	0.000	38.596	-37.521	-83.738	20.146	-87.008	-59.999	5.749	1.492	-10.694	3.490	-17.062	1.536	0.000	328.315	197.526	282.169	79.974	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
778.147	0.000	0.000	0.000	38.782	-32.992	-83.551	24.674	-84.633	-59.813	4.994	3.867	-11.041	4.678	-16.283	1.065	0.000	328.339	197.325	282.182	79.904	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
778.214	0.000	0.000	0.000	39.151	-37.972	-83.182	19.694	89.943	-59.444	5.860	-1.556	-11.820	4.068	-16.208	2.205	0.000	328.325	197.493	282.232	79.947	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
778.281	0.000	0.000	0.000	38.080	-35.735	-84.253	21.932	-87.196	-60.515	5.275	1.304	-10.889	3.017	-16.066	1.255	0.000	328.311	197.358	282.165	79.955	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
778.347	0.000	0.000	0.000	38.627	-34.610	-83.707	23.056	-89.245	-59.969	4.497	-0.745	-10.449	3.559	-16.153	2.475	0.000	328.278	197.501	282.149	79.861	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
778.416	0.000	0.000	0.000	37.911	-33.332	-84.422	24.334	-87.091	-60.684	5.064	1.409	-10.605	4.042	-16.851	2.078	0.000	328.195	197.440	282.161	79.913	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
778.480	0.000	0.000	0.000	39.575	-31.593	-82.759	26.074	-83.367	-59.021	5.022	5.133	-9.950	4.507	-17.425	2.164	0.000	328.235	197.563	282.169	79.955	0.000	1.000	1.000	1.000	0.000	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.660	1.000
